,id,name,city,salary_min,salary_max,salary_currency,metro,experience,skills,specializations,professional_roles,employer,published_at
67,69027837,Инженер СМК (строительство),Санкт-Петербург,,,,,Более 6 лет,"['Контроль качества', 'Строительство', 'Управление качеством', 'Строительный контроль']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер ПТО, инженер-сметчик",Спецпроект,2022-08-22T11:37:41+0300
68,68641342,Администратор в отдел качества,Санкт-Петербург,30000.0,50000.0,RUR,,От 1 года до 3 лет,"['Английский язык', 'Деловая переписка', 'Грамотная речь', 'Деловое общение', 'Административная поддержка руководителя', 'Организация встреч', 'Английский язык В1']","['Персональный ассистент', 'Делопроизводство', 'Ресепшен', 'Начальный уровень, Мало опыта', 'Секретарь']","Секретарь, помощник руководителя, ассистент",РЭС ИНЖИНИРИНГ,2022-08-16T16:14:15+0300
69,67985663,Ведущий специалист отдела менеджмента качества,Санкт-Петербург,,,,Василеостровская,От 1 года до 3 лет,"['Разработка технических заданий', 'Контроль качества', 'Внутренний аудит', 'Внешний аудит', 'разработка нормативных документов', 'ГОСТ', 'ГОСТы']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Компания «Кронштадт»,2022-08-18T10:24:53+0300
70,66763394,Инженер по стандартизации и сертификации,Санкт-Петербург,55000.0,65000.0,RUR,,От 3 до 6 лет,"['Управление качеством', 'Контроль качества', 'Сертификация продукции', 'Производственный контроль', 'Технический контроль производства']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Булочные Ф.Вольчека,2022-08-23T09:23:20+0300
71,68895353,Специалист по качеству,Санкт-Петербург,,60000.0,RUR,,От 1 года до 3 лет,"['ISO 9001:2008', 'MS PowerPoint', 'Внутренний аудит', 'Подготовка презентаций', 'Управление качеством', 'GMP (Good Manufacturing Practice)']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Концерн ЭСКОМ,2022-08-17T17:10:02+0300
72,68449112,Инженер ОТК,Санкт-Петербург,70000.0,,RUR,,От 3 до 6 лет,[],"['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Айра,2022-08-15T13:11:23+0300
73,69096825,Мастер контрольный,Санкт-Петербург,35000.0,40000.0,RUR,Звёздная,От 3 до 6 лет,"['Контроль качества', 'Управление качеством', 'Гибкость', 'Высшее образование', 'Работа в условиях многозадачности']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,ФГУП Крыловский государственный научный центр,2022-08-23T16:05:55+0300
74,68711741,Инженер по качеству (СМК),Санкт-Петербург,50000.0,,RUR,Кировский завод,От 1 года до 3 лет,['Управление качеством'],"['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Петербургский тракторный завод,2022-08-12T09:03:55+0300
75,68941189,Главный специалист отдела стандартизации и сертификации,Санкт-Петербург,,,,,От 3 до 6 лет,"['СТО Газпром 9001', 'ГОСТ Р ИСО 9001', 'ISO 9001', 'Нормализованный контроль']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Газпром стройТЭК,2022-08-18T18:21:27+0300
76,68600624,Инженер ОТК,Санкт-Петербург,53000.0,53000.0,RUR,Обухово,От 1 года до 3 лет,"['1С: Производство', 'Массовое производство', 'Контроль качества', 'Производственный контроль', 'Управление качеством']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,INGRI,2022-08-27T11:22:31+0300
77,68771594,Инженер по качеству,Санкт-Петербург,,,,Ленинский проспект,От 3 до 6 лет,"['Пользователь ПК', 'Контроль качества', 'Работа в команде', 'Управление качеством', 'Внутренний аудит', 'Разработка инструкций', 'разработка нормативных документов', 'ИСО 9001', 'Высшее образование', 'Знание английского языка', 'Разработка документации']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,ПАРМА,2022-08-15T09:32:15+0300
78,68715209,Специалист по качеству,Санкт-Петербург,63000.0,,RUR,,От 3 до 6 лет,['Написание процедур'],"['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Армалит,2022-08-12T10:07:29+0300
79,68700997,Менеджер по системам качества,Санкт-Петербург,,,,Московская,Нет опыта,"['Управление качеством', 'Внутренний аудит', 'ISO 9001:2008', 'Обучение персонала', 'Умение работать в коллективе']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Алкогольный холдинг Руст,2022-08-11T17:33:32+0300
80,68547351,Менеджер по качеству,Санкт-Петербург,70000.0,90000.0,RUR,,От 3 до 6 лет,"['Работа в команде', 'MS PowerPoint', 'Грамотная речь', 'Статистический анализ', 'Грамотность', 'СМК', 'ISO', 'ГОСТ РВ', 'радиоэлектроника', 'приборостроение']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,А-Контракт,2022-08-08T09:04:00+0300
81,55213519,Менеджер по качеству,Санкт-Петербург,55000.0,,RUR,,От 1 года до 3 лет,"['Внутренний аудит', 'Сертификация', 'Разработка регламентов', 'Управление качеством']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Би Питрон,2022-08-12T09:52:46+0300
82,68867468,Главный специалист по обеспечению качества,Санкт-Петербург,,,,,От 3 до 6 лет,"['Контроль качества', 'Деловая переписка', 'Работа с большим объемом информации', 'Сертификация продукции', 'Производственный контроль']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,"Благо, Компания",2022-08-17T09:28:49+0300
83,54832109,Руководитель службы контроля качества/Специалист по качеству/менеджер по качеству,Санкт-Петербург,,,,Волковская,От 3 до 6 лет,"['Контроль качества', 'Ориентация на результат', 'Управление качеством', 'Внутренний контроль', 'Корпоративная этика', 'ИСО 9001', 'Организация рабочего процесса', 'Внедрение стандартов ISO', 'Высшее образование']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Волшебный мир,2022-08-09T12:44:23+0300
84,49249780,Руководитель службы качества,Санкт-Петербург,,58500.0,RUR,Балтийская,От 1 года до 3 лет,[],"['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,ЧОУ ВО Санкт-Петербургский университет технологий управления и экономики,2022-08-08T10:45:23+0300
85,67608999,Ведущий менеджер в управление качества в проектах,Санкт-Петербург,,,,,От 1 года до 3 лет,"['ISO 9001:2008', 'ИСО 9001', 'Quality Management', 'Аудит', 'Взаимодействие с Ростехнадзором', 'Разработка СМК', 'Владение MS Office']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,"Силовые машины, Управляющая компания",2022-08-07T13:32:01+0300
86,68566934,Менеджер по качеству,Санкт-Петербург,,,,,От 1 года до 3 лет,"['ISO 9001:2008', 'Контроль качества', 'СМК']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,СММ,2022-08-08T13:41:36+0300
87,55028488,Инженер по качеству 1 категории,Санкт-Петербург,53000.0,,RUR,Ломоносовская,От 3 до 6 лет,"['Внутренний аудит', 'MS PowerPoint', 'Ведение отчетности', 'Статистический анализ']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Завод Радиотехнического Оборудования,2022-08-11T09:25:31+0300
88,68776199,Инженер ОТК,Санкт-Петербург,,,,,От 1 года до 3 лет,"['Контроль качества', 'Управление качеством', 'Ведение отчетности', 'Точность и внимательность к деталям', 'Уверенный пользователь ПК']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,НПО Электромаш,2022-08-15T10:33:54+0300
89,55195073,Руководитель группы СМК,Санкт-Петербург,,,,Звёздная,От 3 до 6 лет,"['Внутренний аудит', 'Работа в команде', 'Управление качеством', 'Офисная техника', 'MS Internet Explorer']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,СтройПроектСервис,2022-08-05T16:38:50+0300
90,67552148,Директор по качеству,Санкт-Петербург,,,,,Более 6 лет,"['Контроль качества', 'Организаторские навыки', 'Внутренний контроль', 'Управление персоналом', 'Обучение персонала']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,ANCOR,2022-08-03T13:15:21+0300
91,68565711,Специалист по качеству в системе РОСАТОМ,Санкт-Петербург,20000.0,40000.0,RUR,,От 3 до 6 лет,"['Грамотная речь', 'Работа в условиях многозадачности', 'Набор текста', 'Работа с компьютером']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Арматурный завод Маяк,2022-08-08T13:20:49+0300
92,68653924,Специалист службы контроля качества,Санкт-Петербург,50000.0,70000.0,RUR,,От 1 года до 3 лет,"['Контроль качества', 'Организаторские навыки', 'Управление качеством', 'Входной контроль', 'СМК', 'Работа в условиях многозадачности']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,НТЦ АНК,2022-08-10T14:29:41+0300
93,68034682,Начальник ОТК,Санкт-Петербург,90000.0,90000.0,RUR,,От 3 до 6 лет,"['Контроль качества', 'Должностные инструкции', 'Работа с претензиями', 'Организация мероприятий', 'Рекламации']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Центр Аддитивных Технологий Основа,2022-08-03T14:22:18+0300
94,68362001,СМК специалист/специалист по контролю качества,Санкт-Петербург,50000.0,60000.0,RUR,,От 1 года до 3 лет,"['Работа в команде', 'Контроль качества', 'Деловая переписка', 'Деловое общение', 'Работа с большим объемом информации']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,AN-SECURITY,2022-08-01T17:38:58+0300
95,68830507,Инженер отдела технического контроля,Санкт-Петербург,55000.0,,RUR,Кировский завод,От 1 года до 3 лет,"['Контроль качества', 'Чтение чертежей', 'оформление документации', 'Техническая документация', '1С: Документооборот', 'Работать в команде', 'внимательность к деталям, умение работать с большими объемами информации', 'Технический контроль производства', 'Машиностроение', 'Управление качеством']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Неваэнергоатом,2022-08-16T11:26:55+0300
96,67897975,Руководитель производственно-технологических лабораторий,Санкт-Петербург,,,,,От 3 до 6 лет,"['Контроль оформления документов', 'Контроль качества', 'Производственный контроль', 'Управление качеством', 'Внутренний контроль', 'Многозадачность', 'Уверенный пользователь ПК']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер-технолог,"CBS Commodities Management, LLC",2022-08-15T12:07:02+0300
97,66077515,Руководитель службы технического контроля,Санкт-Петербург,,,,Рыбацкое,От 3 до 6 лет,"['Организаторские навыки', 'Контроль качества', 'Руководство коллективом', 'Управление персоналом', 'Организация мероприятий']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,"OLOVI, завод по производству дверей",2022-08-19T16:59:59+0300
98,68340344,Начальник отдела развития системы менеджмента качества (СМК),Санкт-Петербург,,,,,От 3 до 6 лет,[],"['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Калашников,2022-08-01T13:01:21+0300
99,68344356,Ведущий инженер по качеству,Санкт-Петербург,52000.0,,RUR,Кировский завод,От 1 года до 3 лет,"['Работа в команде', 'Организаторские навыки', 'Контроль качества', 'Умение работать в коллективе', 'Внутренний контроль']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,"Северная Верфь, судостроительный завод",2022-08-09T15:09:55+0300
100,68389075,Ведущий инженер ОТК,Санкт-Петербург,83000.0,,RUR,Московские ворота,От 3 до 6 лет,"['Разработка инструкций', 'Обучение и развитие', 'Умение планировать', 'СМК', 'Контроль качества', 'Работа в условиях многозадачности', 'Уверенный пользователь MS Office', 'Технический контроль производства']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,АО ЗАСЛОН,2022-08-02T12:15:13+0300
101,67499191,Специалист по разработке системы менеджмента качества (инженер СМК),Санкт-Петербург,65000.0,70000.0,RUR,,От 3 до 6 лет,"['Аудиторские проверки', 'Сертификация', 'Точность и внимательность к деталям', 'Стандартизация', 'Внедрение стандартов ISO']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Инжиниринг Геотехнических Систем,2022-08-02T14:02:19+0300
102,68414245,Ведущий специалист по качеству,Санкт-Петербург,,,,,От 3 до 6 лет,"['Контроль качества', 'Производственный контроль', 'пищевое производство', 'продукты питания', 'мясопереработка', 'колбасное производство', 'iso 22000', 'Технология производства', 'HACCP', 'Управление качеством', 'Внедрение стандартов ISO', 'Внутренний контроль', 'Санитарный контроль']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Мясоперерабатывающий завод Иней,2022-08-03T01:15:53+0300
103,48918655,Инженер системы менеджмента качества (СМК),Санкт-Петербург,,45000.0,RUR,Площадь Мужества,От 3 до 6 лет,['Управление качеством'],"['Радиоэлектронная промышленность', 'Контроль качества']",Инженер по качеству,Специальный Технологический Центр (ООО СТЦ),2022-08-01T10:37:52+0300
104,68758964,Ведущий специалист ИСМ (Пулковское ш. 30),Санкт-Петербург,,100000.0,RUR,Звёздная,От 1 года до 3 лет,"['Управление качеством', 'Оценка рисков', 'MS PowerPoint', 'Анализ рисков', 'Работа с большим объемом информации']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,ЛЕНГАЗСПЕЦСТРОЙ,2022-08-14T18:16:47+0300
105,67825776,Ведущий инженер СМК,Санкт-Петербург,30000.0,,RUR,,От 1 года до 3 лет,"['Пользователь ПК', 'Управление качеством', '1С: Документооборот']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Концерн Океанприбор,2022-08-11T18:33:03+0300
106,68400993,Специалист по разработке системы менеджмента качества (инженер СМК),Санкт-Петербург,65000.0,70000.0,RUR,Спортивная,От 3 до 6 лет,"['Аудиторские проверки', 'Сертификация', 'Точность и внимательность к деталям', 'Стандартизация']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Группа компаний Гранит,2022-08-02T15:18:34+0300
107,52421342,Специалист по управлению конфигурацией и требованиями,Санкт-Петербург,,,,,От 3 до 6 лет,[],"['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Турбинные технологии ААЭМ,2022-08-11T10:46:26+0300
108,68384213,Инженер ОТК,Санкт-Петербург,,,,Василеостровская,От 1 года до 3 лет,"['Пользователь ПК', 'Работа в команде', 'Контроль качества', 'Технический английский язык', 'Управление качеством']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Компания «Кронштадт»,2022-08-02T11:09:16+0300
109,68338199,Ведущий специалист по несоответствиям на строительных объектах,Санкт-Петербург,90000.0,,RUR,,От 3 до 6 лет,"['MS Visio', 'Разработка инструкций', 'Управление командой', 'Управление качеством']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",Гринатом,2022-08-01T12:27:46+0300
110,68663555,Эксперт по сертификации систем менеджмента качества СМК,Санкт-Петербург,60000.0,,RUR,Площадь Ленина,От 3 до 6 лет,"['Управление качеством', 'Сертификация', 'Стандартизация', 'Высшее образование']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Невский Институт Инновационных Технологий,2022-08-10T17:42:10+0300
111,68361866,"Инженер по качеству (входной контроль, лаборант химического анализа)",Санкт-Петербург,46500.0,,RUR,Волковская,От 1 года до 3 лет,"['1С: Производство', 'Документальное сопровождение', 'Химические методы анализа']","['Химическая промышленность', 'Пищевая промышленность', 'Инженер', 'Контроль качества', 'Лаборант']","Научный специалист, исследователь, лаборант","НИВА, Алкогольный завод",2022-08-25T17:35:16+0300
112,68682137,Инспектор-сюрвейер по фруктам и овощам,Санкт-Петербург,,,,,От 1 года до 3 лет,"['Контроль качества', 'Умение работать в команде', 'MS Internet Explorer', 'Управление качеством']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Бюро Веритас Русь,2022-08-11T11:19:15+0300
113,68372561,Инспектор ОТК (Группа технического контроля турбогенераторов),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Контроль качества', 'Управление качеством', 'Производственный контроль', 'Технический контроль производства', 'Технология производства']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,"Силовые машины, Управляющая компания",2022-08-02T07:59:07+0300
114,68735603,Руководитель технических проектов (производство),Санкт-Петербург,80000.0,120000.0,RUR,Балтийская,От 3 до 6 лет,"['Управление проектами', 'Бюджетирование', 'Бизнес-планирование', 'Аналитическое мышление', 'Управление бизнес процессами', 'Системный подход', 'Автоматизация процессов', 'Планирование и организация', 'Управление персоналом']",['Другое'],Начальник производства,Солидтех,2022-08-12T16:22:55+0300
115,68372582,Инспектор (Группа технического контроля электрических машин),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Контроль качества', 'Управление качеством', 'Производственный контроль', 'Технический контроль производства', 'Технология производства']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,"Силовые машины, Управляющая компания",2022-08-02T07:59:44+0300
116,68512748,Руководитель группы «Управление качеством разработки» (г. Бишкек),Санкт-Петербург,,,,,От 3 до 6 лет,"['Английский язык', 'Управление проектами', 'Информационные технологии', 'MS PowerPoint', 'Деловая коммуникация']","['Информационные технологии', 'Управление проектами']",Руководитель группы разработки,Кумтор Голд Компани,2022-08-05T12:42:21+0300
117,68325818,Инженер ОТК (контролёр ОТК),Санкт-Петербург,60000.0,,RUR,,От 3 до 6 лет,"['Контроль качества', 'Пользователь ПК', 'Работа в команде', 'Ведение документации', 'Технический контроль производства', 'Производственный контроль', 'Документальное сопровождение', 'Контроль оформления документов', 'Техническая документация', 'Внутренняя документация', 'Работа с документами', 'Управление качеством']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер-технолог,МегаТек,2022-08-01T09:52:35+0300
118,68372549,Инспектор ОТК (Группа технического контроля гидрогенераторов),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Контроль качества', 'Управление качеством', 'Производственный контроль', 'Технический контроль производства', 'Технология производства']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,"Силовые машины, Управляющая компания",2022-08-02T07:58:41+0300
119,68282634,"Операционный директор, г. Великие Луки (добыча и переработка торфа)",Санкт-Петербург,120000.0,,RUR,,От 3 до 6 лет,"['Системное мышление', 'Управление производством', 'Управление командой', 'Снижение издержек производства', 'Выполнение финансовых показателей в рамках утвержденного бюджета', 'Создание работоспособной эффективной команды']",['Другое'],Операционный директор (COO),БалтИнвест Групп,2022-08-25T12:42:59+0300
120,68693773,Инженер-технолог,Санкт-Петербург,,,,Ломоносовская,От 3 до 6 лет,"['Высшее образование', 'Работа в условиях многозадачности', 'Работа с нормативной документацией']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,НПО ГОИ им. С.И. Вавилова,2022-08-26T14:49:10+0300
121,68941278,Ведущий специалист отдела стандартизации и сертификации,Санкт-Петербург,,,,,От 3 до 6 лет,"['СТО Газпром 9001', 'ГОСТ Р ИСО 9001', 'ISO 9001', 'Нормализованный контроль']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Газпром стройТЭК,2022-08-18T18:25:27+0300
122,68692770,Эксперт СМК/Преподаватель,Санкт-Петербург,,,,,От 3 до 6 лет,[],"['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,ОПК,2022-08-11T14:27:42+0300
123,68484428,Операционный директор,Санкт-Петербург,180000.0,,RUR,,От 3 до 6 лет,"['Оптимизация бизнес-процессов', 'Управление персоналом', 'Управление проектами', 'Организаторские навыки', 'Ведение переговоров']",['Другое'],Операционный директор (COO),Тандем-Истейт,2022-08-25T15:23:37+0300
124,68776296,Директор по производству,Санкт-Петербург,,,,,От 3 до 6 лет,"['Управление персоналом', 'Мотивация персонала', 'Организаторские навыки', 'Управление производством', 'Обучение персонала', 'Разработка мотивационных схем для персонала', 'Организационная осведомленность', 'Управление производственным персоналом', 'Ориентация на результат', 'Административное управление', 'Высшее образование', 'Контроль качества', 'Умение работать в коллективе', 'Организационные навыки', 'Мотивация', 'Умение расставлять приоритеты', 'Уверенное знание ПК', 'Информирование сотрудников об изменениях в компании', 'Адекватность']","['Машиностроение', 'Управление проектами', 'Руководство предприятием', 'Управление цехом', 'Производство, Технология']",Начальник производства,Маркетплейс Среда,2022-08-27T10:35:22+0300
125,68939546,Контролер ОТК РЭА,Санкт-Петербург,40000.0,50000.0,RUR,,От 3 до 6 лет,"['Работа в команде', 'Контроль качества', 'Пайка', 'Готовность обучаться', 'Самосовершенствование', 'Работа в условиях многозадачности']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Ньютэк Инжиниринг,2022-08-27T17:43:18+0300
126,69090909,Инженер-технолог по внешней кооперации,Санкт-Петербург,80000.0,,RUR,Парнас,От 3 до 6 лет,"['Работа с поставщиками', 'Закупки', 'Закупка товаров и услуг', 'Технический контроль производства', 'Управление закупками', 'Управление качеством', 'Техническая грамотность', 'Работа в коллективе', '1С: Производство', 'Коммуникабельность']","['Машиностроение', 'Управление проектами', 'Руководство предприятием', 'Управление цехом', 'Производство, Технология']",Начальник производства,КЛАСС-ИНЖИНИРИНГ,2022-08-26T14:29:23+0300
127,68185040,Контролер ОТК,Санкт-Петербург,40000.0,,RUR,,От 1 года до 3 лет,"['Контроль качества', 'Работа в команде', 'Мобильность', 'Многозадачность', 'Умение планировать']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Тандемэнерго,2022-08-25T15:32:22+0300
128,68840741,Главный технолог (производство глазированных вафельных конфет с жировыми начинками),Санкт-Петербург,,,,,Более 6 лет,"['Контроль качества', 'Технический контроль производства', '1С: Производство', 'Управление качеством', 'Технология производства']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Торговый дом,2022-08-25T13:58:23+0300
129,68489578,Руководитель программы развития платформы BusinessChain.io,Санкт-Петербург,250000.0,500000.0,RUR,,От 3 до 6 лет,"['Консалтинг', 'Управление проектами', 'Управление командой', 'Управленческие навыки', 'Стратегическое планирование']","['Информационные технологии, Интернет, Мультимедиа', 'CTO, CIO, Директор по IT']",Директор по информационным технологиям (CIO),Лаборатория институционального проектного инжиниринга,2022-08-25T17:00:10+0300
130,67497793,Главный технолог (кондитерское производство),Санкт-Петербург,,,,,От 3 до 6 лет,"['разработка новинок', 'Управленческие навыки', 'знание технологии кондитерского производства', 'навыки расчета рецептур']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Невский кондитер,2022-08-25T11:35:45+0300
131,69219723,Директор проекта,Санкт-Петербург,,,,,Более 6 лет,"['PMBOK', 'Управление проектами', 'Обучение и развитие', 'Управление персоналом', 'Мотивация персонала']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Управление проектами']",Руководитель проектов,БиАйЭй-Технолоджиз,2022-08-26T17:26:14+0300
132,68718803,Заведующий производством цеха хлебобулочных изделий,Санкт-Петербург,114400.0,134340.0,RUR,,От 3 до 6 лет,"['Организаторские навыки', 'Технология производства', 'Проведение инвентаризаций', 'Производственное планирование', 'Управление денежными средствами', 'Ориентация на результат', 'Точность и внимательность к деталям', 'Многозадачность', 'Обучение персонала', 'Технический контроль производства', 'Умение планировать', '1С: Производство', 'Управление качеством', 'Подбор производственного персонала', 'Подготовка отчетов', 'Массовое производство', 'Непрерывное производство', 'Контроль сроков годности', 'Санитарный контроль']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,буше,2022-08-25T17:51:38+0300
133,68128457,Руководитель проектного офиса,Санкт-Петербург,,,,Пионерская,Более 6 лет,"['Управление проектами', 'PMBOK', 'MS Project', 'Scrum', 'Английский язык']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Управление проектами']",Руководитель проектов,СОЛВО,2022-08-26T14:47:44+0300
134,68676877,Бизнес-ассистент (проджект),Санкт-Петербург,60000.0,90000.0,RUR,,От 1 года до 3 лет,"['Разработка регламентов', 'Организаторские навыки', 'Обучение и развитие', 'Проектный менеджмент', 'Google Docs', 'Управление временем', 'Системный подход', 'Бизнес-анализ', 'Деловая коммуникация', 'Планирование', 'Разработка технических заданий', 'Работа с большим объемом информации', 'Мотивация']","['Персональный ассистент', 'Делопроизводство', 'Ресепшен', 'Начальный уровень, Мало опыта', 'Секретарь']","Секретарь, помощник руководителя, ассистент",ДНК Бизнеса,2022-08-26T09:56:41+0300
