,id,name,city,salary_min,salary_max,salary_currency,metro,experience,skills,specializations,professional_roles,employer,published_at
135,68848626,Руководитель сервисной службы СТО,Санкт-Петербург,80000.0,,RUR,,От 1 года до 3 лет,"['Клиентоориентированность', 'Работа с поставщиками', 'Управление отношениями с клиентами', 'Управление качеством', 'Ведение переговоров', 'Инженерная поддержка']","['Машиностроение', 'Управление проектами', 'Руководство предприятием', 'Управление цехом', 'Производство, Технология']",Начальник производства,Silk Way,2022-08-25T15:35:50+0300
136,67314506,Заместитель заведующего столовой,Санкт-Петербург,,,,,От 1 года до 3 лет,"['Ответственное хранение', 'Учет материалов', 'Контроль сроков годности', 'приготовление блюд', 'Планирование', 'Ведение документации', 'Составление технологических карт', 'Санпин', 'Организация рабочего процесса', 'Контроль качества', 'Общественное питание', 'Поварское дело', 'Технологии производства блюд', 'Навыки составления отчетности']","['Повар', 'Персонал кухни', 'Шеф-повар']","Повар, пекарь, кондитер","СПб ГБПОУ Академия управления городской средой, градостроительства и печати",2022-08-26T21:52:59+0300
137,68072084,Контролер ОТК РЭА 2 категории,Санкт-Петербург,45000.0,,RUR,Комендантский проспект,От 1 года до 3 лет,[],"['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,ПАНТЕС,2022-08-26T09:08:22+0300
138,69023240,Мастер на про‎изводство Железобетонных Изделий,Санкт-Петербург,50000.0,65000.0,RUR,Звёздная,От 1 года до 3 лет,"['Пользователь ПК', 'Работа в команде', 'Контроль качества', 'Ведение отчетности', 'Технический контроль производства', 'Чтение чертежей', 'Управление производственным персоналом', 'Управление качеством']","['Машиностроение', 'Металлургия', 'Управление цехом', 'Строительство']","Начальник смены, мастер участка",«БетоНИКА»,2022-08-25T10:48:21+0300
139,47306715,Инженер химик-технолог,Санкт-Петербург,,,,Василеостровская,От 1 года до 3 лет,[],"['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Группа промышленных компаний “Корпорация ТИРА”,2022-08-26T09:21:25+0300
140,68229712,Менеджер по трансферу аналитических методик,Санкт-Петербург,,,,,От 1 года до 3 лет,"['Химические методы анализа', 'Хроматография', 'Спектрофотометрия', 'Титриметрический анализ (титрование)', 'Коммуникация', 'Работа с нормативной документацией', 'Работа с большим объемом информации']","['Автоперевозки', 'Диспетчер', 'ВЭД', 'Железнодорожные перевозки', 'Логистика']","Менеджер по логистике, менеджер по ВЭД",Герофарм,2022-08-25T10:08:46+0300
141,68410870,Специалист по обучению / Администратор LMS,Санкт-Петербург,,,,Комендантский проспект,Нет опыта,"['Дистанционное обучение', 'Администрирование процесса обучения']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,СП.АРМ,2022-08-26T19:01:57+0300
142,69164505,Руководитель проектов в сфере образовательных программ и исследовательской деятельности,Санкт-Петербург,,,,,От 3 до 6 лет,"['MS PowerPoint', 'Управление проектами', 'Английский язык', 'Проведение презентаций', 'Подготовка презентаций']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Банк ВТБ (ПАО),2022-08-25T11:00:10+0300
143,68537411,Менеджер проектов по строительству (Донер 42),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Управление проектами', 'Работа в команде', 'Деловая коммуникация']","['Строительство', 'Другое']",Руководитель строительного проекта,"DODO BRANDS (Dodo Pizza, Drinkit, Doner 42)",2022-08-26T18:16:30+0300
144,69187617,Химик-лаборант,Санкт-Петербург,,,,,От 1 года до 3 лет,"['Пользователь ПК', 'Контроль качества', 'Лабораторная работа', 'Работа в команде']","['Химическая промышленность', 'Пищевая промышленность', 'Инженер', 'Контроль качества', 'Лаборант']","Научный специалист, исследователь, лаборант",SKL Group,2022-08-25T17:51:44+0300
145,67234879,Старший научный сотрудник НИОКР,Санкт-Петербург,,,,Площадь Мужества,Более 6 лет,[],"['Химическая промышленность', 'Пищевая промышленность', 'Инженер', 'Контроль качества', 'Лаборант']","Научный специалист, исследователь, лаборант",Специальный Технологический Центр (ООО СТЦ),2022-08-25T17:21:42+0300
146,68122261,Инженер по валидации аналитических методик,Санкт-Петербург,85000.0,,RUR,Проспект Ветеранов,От 1 года до 3 лет,"['Лабораторная работа', 'Аналитическое мышление', 'Биологические исследования', 'Микробиология', 'Биотехнология']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Армия Кадров,2022-08-24T15:28:10+0300
147,68536452,"Главный инженер проекта (комплексный ГИП, гражданские объекты)",Санкт-Петербург,100000.0,280000.0,RUR,Василеостровская,От 3 до 6 лет,"['AutoCAD', 'Разработка проектной документации', 'Управление качеством', 'Управление проектами']","['Машиностроение', 'Конструктор', 'Строительство', 'Инженер', 'Проектирование, Архитектура']",Главный инженер проекта,СтройЭксперт,2022-08-25T02:53:41+0300
148,68897692,Product manager/Маркетолог по продукту,Санкт-Петербург,90000.0,,RUR,Лесная,От 3 до 6 лет,"['Аналитическое мышление', 'Организаторские навыки', 'Работа с большим объемом информации', 'Грамотность', 'Деловая переписка', 'B2B Marketing', 'Аналитические исследования', 'Креативность', 'Product Management', 'Оценка потребностей клиентов']","['Менеджмент продукта (Product manager)', 'Управление проектами']",Менеджер продукта,Эксперт-Гарант,2022-08-26T18:18:26+0300
149,69182711,Категорийный менеджер/технический специалист в департамент закупок,Санкт-Петербург,,,,Нарвская,От 3 до 6 лет,[],"['Продукты питания', 'FMCG, Товары народного потребления', 'Управление закупками', 'Закупки и снабжение', 'Закупки, Снабжение']",Менеджер по закупкам,TDEF,2022-08-25T16:00:49+0300
150,68431511,Менеджер по работе с клиентами,Санкт-Петербург,45000.0,85000.0,RUR,Технологический институт,Нет опыта,"['Документооборот', 'Контроль исполнения решений', 'Организация движения и учета документов', 'ФСА', 'НСА', 'Ведение клиентской базы', 'входящие звонки']","['Прямые продажи', 'Оптовая торговля', 'Менеджер по работе с клиентами']","Менеджер по продажам, менеджер по работе с клиентами",РосАккЛаб,2022-08-25T14:33:05+0300
151,68975288,Специалист видеомониторинга/специалист видеоконтроля,Санкт-Петербург,40000.0,,RUR,,От 1 года до 3 лет,"['Работа в команде', 'Ведение отчетности', 'Внутренний контроль', 'Управление качеством', 'Базы данных', 'Информационные технологии', 'Пользователь ПК']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,ШАВЕРНО,2022-08-26T14:15:25+0300
152,69205609,Бизнес - аналитик 1С,Санкт-Петербург,,,,,От 1 года до 3 лет,"['UML', 'MS Visio', 'Моделирование бизнес процессов', 'Оптимизация бизнес-процессов', 'IDEF', 'BPMN', 'EPC', 'Разработка регламентов', 'Бизнес-анализ', '1С: Предприятие 8', 'Бизнес-моделирование', 'ERP Systems', 'Управление проектами']","['Другое', 'Аналитик', 'Аналитик', 'Другое']",Аналитик,Новосталь-М,2022-08-26T12:11:51+0300
153,69203413,Инженер по обследованию зданий и сооружений,Санкт-Петербург,43560.0,65000.0,RUR,Чёрная речка,От 3 до 6 лет,"['Работа в команде', 'Международные контакты', 'Строительный контроль', 'Управление проектами', 'Управление строительством']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",Инжиниринговая корпорация ИРБИС,2022-08-26T11:26:42+0300
154,69136537,Технический директор,Санкт-Петербург,,,,Пролетарская,От 3 до 6 лет,"['Руководство коллективом', 'Управление производством', 'Работа в команде', 'Управление персоналом', 'Организаторские навыки']","['Информационные технологии, Интернет, Мультимедиа', 'CTO, CIO, Директор по IT']",Технический директор (CTO),Звезда,2022-08-24T14:53:31+0300
155,67314484,Повар-кулинар (школьное питание),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Ответственное хранение', 'Учет материалов', 'Контроль сроков годности', 'приготовление блюд', 'Планирование', 'Ведение документации', 'Составление технологических карт', 'Санпин', 'Организация рабочего процесса', 'Контроль качества', 'Общественное питание', 'Поварское дело', 'Технологии производства блюд', 'Навыки составления отчетности']","['Повар', 'Персонал кухни', 'Шеф-повар']","Повар, пекарь, кондитер","СПб ГБПОУ Академия управления городской средой, градостроительства и печати",2022-08-26T21:52:59+0300
156,68855969,Макетчик,Санкт-Петербург,50000.0,100000.0,RUR,Лесная,От 1 года до 3 лет,"['Реставрация', 'Макетирование', 'CorelDRAW', 'Обработка пластиковых деталей', 'Пунктуальность', 'Терпеливость', 'Архитектура', '3D печать', 'Работа в режиме многозадачности', 'Деревообработка']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,3Д Вижн,2022-08-25T19:24:20+0300
157,66657132,Слесарь механосборочных работ 5 разряд,Санкт-Петербург,56000.0,,RUR,Площадь Александра Невского 1,От 3 до 6 лет,"['Управление производственным персоналом', 'Слесарные работы', 'Управление качеством']","['Эксплуатация', 'Рабочие строительных специальностей', 'Слесарь', 'Наладчик', 'Механик']",Слесарь,НПФ Завод ИЗМЕРОН,2022-08-26T17:22:45+0300
158,69219804,Менеджер по продажам на входящие звонки,Санкт-Петербург,80000.0,160000.0,RUR,,От 1 года до 3 лет,"['Активные продажи', 'Деловая коммуникация', 'Навыки продаж', 'Грамотная речь', 'Телефонные переговоры', 'Деловая переписка', 'Проведение презентаций', 'Планирование продаж']","['Прямые продажи', 'Оптовая торговля', 'Менеджер по работе с клиентами']","Менеджер по продажам, менеджер по работе с клиентами",Эксперт-Гарант,2022-08-26T17:29:04+0300
159,68350662,Менеджер по оптовым продажам,Санкт-Петербург,80000.0,,RUR,Ладожская,От 1 года до 3 лет,"['B2B Продажи', 'Холодные продажи', 'Активные продажи', 'Прямые продажи', 'Поиск и привлечение клиентов', 'работа с текущей базой клиентов', 'Ведение переговоров', 'Развитие продаж', 'Клиентоориентированность', 'Контроль дебиторской задолженности', 'Телефонные переговоры', 'Привлечение клиентов', 'Навыки продаж']","['Прямые продажи', 'Оптовая торговля', 'Менеджер по работе с клиентами']","Менеджер по продажам, менеджер по работе с клиентами",Бест,2022-08-25T14:05:08+0300
160,66771798,Оператор вырубного автоматического пресса BOBST в типографию,Санкт-Петербург,60000.0,75000.0,RUR,Московские ворота,От 1 года до 3 лет,"['Оператор вырубки', 'Оператор вырубного пресса', 'Плоскопечатный пресс', 'BOBST SPERIA', 'ExpertCut 106', 'BOBST SP', 'Вырубной автоматический пресс', 'BOBST']","['Другое', 'Оператор станков', 'Начальный уровень, Мало опыта', 'Пищевая промышленность', 'Контроль качества']",Оператор производственной линии,Индустрия Цвета,2022-08-27T07:53:17+0300
161,68426571,Инженер-программист (senior),Санкт-Петербург,100000.0,180000.0,RUR,Площадь Александра Невского 1,От 3 до 6 лет,"['C/C++', 'Техническая документация', 'Алгоритмы']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Инженер', 'Web инженер', 'Web мастер']","Программист, разработчик",Котлин-Новатор,2022-08-27T10:26:42+0300
162,68769459,Менеджер по оптовым продажам кабельной продукции,Санкт-Петербург,80000.0,,RUR,Ладожская,От 1 года до 3 лет,"['Поиск и привлечение клиентов', 'развитие клиентской базы', 'B2B Продажи', 'Ведение клиентской базы', 'Оптовые продажи', 'Контроль дебиторской задолженности', 'Развитие ключевых клиентов', 'Заключение договоров', 'Развитие продаж', 'Холодные продажи', 'Телефонные переговоры', 'Активные продажи']","['Прямые продажи', 'Оптовая торговля', 'Менеджер по работе с клиентами']","Менеджер по продажам, менеджер по работе с клиентами",Бест,2022-08-27T09:07:02+0300
163,68449666,Администратор салона красоты Prive7,Санкт-Петербург,100000.0,,RUR,Чернышевская,От 3 до 6 лет,"['Администрирование', 'Управление персоналом', 'Организаторские навыки', 'Клиентоориентированность', 'Деловая коммуникация', 'Деловой этикет', 'Консультирование клиентов', 'Работа с возражениями', 'Мотивация персонала']","['Администрация', 'Управляющий офисом (Оffice manager)', 'Ресепшен', 'Начальный уровень, Мало опыта', 'Розничная торговля']",Администратор,Салон красоты Prive7 (ООО Никами),2022-08-27T17:25:49+0300
164,68963934,Кладовщик-комплектовщик,Санкт-Петербург,30000.0,30000.0,RUR,Чёрная речка,От 1 года до 3 лет,[],"['Грузчик', 'Комплектовщик, Укладчик-упаковщик', 'Складское хозяйство', 'Кладовщик', 'Рабочий склада']","Упаковщик, комплектовщик",Аргус-Спектр,2022-08-26T10:26:14+0300
165,67400356,Программист 1С,Санкт-Петербург,120000.0,,RUR,,От 1 года до 3 лет,"['1С программирование', '1С: Управление Производственным Предприятием', '1С: Бухгалтерия', '1С: Зарплата и управление персоналом']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Инженер', 'Web инженер', 'Web мастер']","Программист, разработчик",MP,2022-08-26T13:51:12+0300
166,68842584,Инженер-технолог (цеховой),Санкт-Петербург,,,,,От 1 года до 3 лет,"['Пользователь ПК', 'Контроль качества', 'Чтение чертежей', 'Производственный контроль', 'Управление качеством']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,"Силовые машины, Управляющая компания",2022-08-24T09:16:25+0300
167,68874661,Шеф-повар на производство,Санкт-Петербург,70000.0,,RUR,,От 3 до 6 лет,"['Контроль качества', 'Работа в команде', 'Обучение персонала', 'Технология производства', 'Управление качеством']","['Повар', 'Персонал кухни', 'Шеф-повар']","Повар, пекарь, кондитер",Шоколадница (ООО СК-Фабрика),2022-08-24T13:09:16+0300
168,69128699,"Ведущий специалист/ инженер-механик (г. Ковдор, Мурманская область)",Санкт-Петербург,,,,,От 1 года до 3 лет,"['AutoCAD', 'Компас-3D', 'Проектная документация', 'нормативно-техническая документация']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,"ЕвроХим, Минерально-Химическая Компания",2022-08-24T12:59:23+0300
169,69117740,Разработчик DWH/BI,Санкт-Петербург,,,,,От 1 года до 3 лет,"['SQL', 'Python', 'MS SQL Server', 'MS SQL', 'SQL Server', 'ETL', 'DWH', 'Power BI', 'BI', 'Tableau', 'Работа с базами данных', 'Data Lakes', 'Databases', 'SSRS', 'SSIS', 'SSAS']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Инженер', 'Web инженер', 'Web мастер']","Программист, разработчик",BI Consult,2022-08-24T09:53:40+0300
170,68018921,Региональный Менеджер GUESS/District Manager GUESS,Санкт-Петербург,,,,,От 3 до 6 лет,[],"['Продажи', 'Управление продажами']",Коммерческий директор (CCO),GUESS,2022-08-24T10:52:42+0300
171,69107225,Главный специалист по управлению рисками,Санкт-Петербург,,,,,От 3 до 6 лет,"['Управление проектами', 'Управление качеством', 'Управление рисками', 'Английский язык']","['Аналитик', 'Риски: кредитные', 'Кредитование малого и среднего бизнеса', 'Коммерческий банк', 'Аудит']",Аудитор,РусХимАльянс,2022-08-23T19:12:00+0300
172,69090758,Инженер по стандартизации,Санкт-Петербург,,,,Гражданский проспект,От 1 года до 3 лет,[],"['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Diakont,2022-08-23T14:26:59+0300
173,67463375,Quality Site Head (г. Белгород),Санкт-Петербург,,,,,Более 6 лет,"['Английский язык', 'Team management', 'Project management', 'Quality Management']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,ВЕРОФАРМ,2022-08-23T17:34:26+0300
174,69101009,Инженер,Санкт-Петербург,75000.0,,RUR,Московская,От 3 до 6 лет,"['Разработка проектной документации', 'Solid Works', 'Управление качеством', 'Проведение расчетов на прочность', 'разработка чертежей', 'Kompas (Erp)', 'ГОСТ', 'Управление производственным персоналом', 'Техническое мышление', 'Высшее образование', 'AutoCAD', 'Управление проектами', 'Работа в команде', 'Проектирование', 'Разработка технических заданий', 'ЕСКД', 'ПУЭ', 'чтение электрических схем']","['Машиностроение', 'Управление проектами', 'Руководство предприятием', 'Управление цехом', 'Производство, Технология']","Инженер-конструктор, инженер-проектировщик",Ремонт Инженерного Оборудования,2022-08-23T17:23:25+0300
175,66768411,Руководитель лаборатории (пищевое производство),Санкт-Петербург,70000.0,80000.0,RUR,Бухарестская,От 3 до 6 лет,"['Контроль качества', 'Управление качеством', 'Лабораторная работа', 'Сертификация продукции', 'ISO 9001:2008']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Булочные Ф.Вольчека,2022-08-23T09:23:25+0300
176,66090102,Технолог пищевого производства (Красная рыба),Санкт-Петербург,120000.0,120000.0,RUR,Автово,От 1 года до 3 лет,"['Контроль качества', 'Управление качеством', 'Технология производства', 'Управление производственным персоналом']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Рыбообрабатывающий комбинат №1,2022-08-23T11:02:21+0300
177,68235475,Delivery manager,Санкт-Петербург,,,,,Более 6 лет,"['Управление проектами', 'Agile Project Management', 'Управление рисками', 'Project management']","['Программирование, Разработка', 'Системы управления предприятием (ERP)', 'Управление проектами']",Руководитель проектов,ЦРПТ (Центр развития перспективных технологий),2022-08-23T15:27:02+0300
178,69080011,Инженер по аренде и логистике/ Специалист транспортного отдела,Санкт-Петербург,70000.0,,RUR,Московская,От 1 года до 3 лет,"['Управление качеством', 'Оценка рисков', 'MS PowerPoint', 'Анализ рисков', 'Работа с большим объемом информации']","['Автоперевозки', 'Диспетчер', 'ВЭД', 'Железнодорожные перевозки', 'Логистика']","Менеджер по логистике, менеджер по ВЭД",ЛЕНГАЗСПЕЦСТРОЙ,2022-08-23T11:50:15+0300
179,69078240,Региональный директор по продажам,Санкт-Петербург,150000.0,200000.0,RUR,,От 3 до 6 лет,"['Развитие продаж', 'Управление персоналом', 'Мотивация персонала', 'Обучение персонала', 'Планирование продаж', 'Ориентация на результат', 'Управление командой', 'Аналитика продаж', 'Активная жизненная позиция', 'Работа в команде']","['Продажа финансовых продуктов', 'Розничная торговля', 'Оптовая торговля', 'Управление продажами', 'Продажи']",Руководитель отдела продаж,PROFI CREDIT,2022-08-23T11:23:55+0300
180,68726086,Руководитель направления по управлению данными/Дата Партнер,Санкт-Петербург,,,,Звенигородская,От 3 до 6 лет,"['Организаторские навыки', 'Английский язык', 'Обучение и развитие', 'Деловая коммуникация', 'MS Visio', 'Анализ данных', 'Базы данных', 'Управление процессами', 'Анализ бизнес-процессов', 'Бизнес-процессы']","['Информационные технологии, Интернет, Мультимедиа', 'CTO, CIO, Директор по IT']",Директор по информационным технологиям (CIO),Контакт,2022-08-23T12:09:13+0300
181,69098080,Менеджер ресторана,Санкт-Петербург,50000.0,,RUR,Озерки,От 1 года до 3 лет,"['Работа в команде', 'Пользователь ПК', 'Организаторские навыки', 'Грамотная речь', 'Управление персоналом']","['Банкеты', 'Размещение, Обслуживание гостей', 'Управление ресторанами, Барами']",Менеджер ресторана,Бончибо,2022-08-23T16:25:27+0300
182,69076918,Слесарь-сборщик РЭА и приборов,Санкт-Петербург,40000.0,45000.0,RUR,Московская,От 3 до 6 лет,"['Грамотная речь', 'Грамотность', 'Internet', 'MS Paint', 'Проведение опросов клиентов']","['Эксплуатация', 'Рабочие строительных специальностей', 'Слесарь', 'Наладчик', 'Механик']",Слесарь,ЦНПО Ленинец,2022-08-23T11:09:16+0300
183,69053596,Главный метролог с функциями ведущего,Санкт-Петербург,80000.0,80000.0,RUR,Обухово,От 1 года до 3 лет,"['Метрология', 'Поверка', 'Метрологическая экспертиза', 'Взаимодействие с Госстандарт', 'Испытания СИ']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,АРЕС,2022-08-22T18:15:25+0300
184,67409916,Главный специалист отдела производственного мониторинга,Санкт-Петербург,,,,,От 3 до 6 лет,"['MS PowerPoint', 'SQL', 'Анализ данных', 'Подготовка презентаций', 'Работа с базами данных', 'Oracle Primavera', 'Проектный менеджмент', 'Управление рисками', 'Системное мышление', 'Power BI', 'MS Project', 'Визуализация данных', 'Навыки презентации', 'Грамотная речь', 'Деловая переписка', 'Организаторские навыки', 'Деловое общение', 'Управление проектами', 'ORACLE', 'Проектирование', 'Дашборды']","['Компьютерная безопасность', 'Сетевые технологии', 'Системный администратор', 'Инженер', 'Поддержка, Helpdesk']",Специалист по информационной безопасности,Газпром проектирование,2022-08-22T11:55:26+0300
185,68123051,Инженер по испытаниям АРД на ИУ,Санкт-Петербург,35210.0,80000.0,RUR,,От 1 года до 3 лет,[],"['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Климов,2022-08-22T15:05:34+0300
186,69019708,"Заместитель вице-президента по операционной деятельности (переработка молока, г. Ижевск)",Санкт-Петербург,,,,,Более 6 лет,"['Управление производством', 'Производственное планирование', 'Контроль качества', 'Командообразование', 'Управленческие навыки']",['Другое'],Операционный директор (COO),Комос Групп,2022-08-22T10:13:07+0300
187,53401861,Менеджер по качеству на распределительный центр,Санкт-Петербург,60000.0,70000.0,RUR,,От 1 года до 3 лет,"['Контроль качества', 'Ведение документации', 'входной контроль', 'Управление качеством']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,"Красное & Белое, розничная сеть",2022-08-22T06:41:14+0300
188,51429223,"Контролер ОТК на производство ЖБИ, АБ и СФБ",Санкт-Петербург,60000.0,90000.0,RUR,,От 1 года до 3 лет,"['Автоматизированное рабочее место (АРМ)', 'MS Office', 'Пользователь ПК', 'Управление качеством', 'Технический контроль производства', 'Контроль качества', 'Ведение документации', 'ЖБИ', 'Работа в команде']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,СтройПроект,2022-08-22T09:46:30+0300
189,68231153,Инженер по технической эксплуатации (пищевое производство),Санкт-Петербург,70000.0,90000.0,RUR,Ломоносовская,От 3 до 6 лет,"['Пользователь ПК', 'AutoCAD', 'Охрана труда и техника безопасности', 'Умение работать в коллективе', 'Умение работать в команде', 'Ввод в эксплуатацию', 'Эксплуатация зданий', 'Управление службой эксплуатации', 'Инженерные системы', 'косметический ремонт помещений', 'Капитальный ремонт помещений', 'Системы канализации и водоснабжения']","['Эксплуатация', 'Инженер']",Инженер по эксплуатации,ТОКИО-CITY,2022-08-22T13:53:25+0300
190,49832060,Контролер РЭАиП,Санкт-Петербург,57000.0,,RUR,Пионерская,От 3 до 6 лет,"['Технический контроль производства', 'оформление документации', 'Точность и внимательность к деталям', 'Контроль качества', 'Работа с технической документацией']","['Другое', 'Оператор станков', 'Начальный уровень, Мало опыта', 'Пищевая промышленность', 'Контроль качества']",Оператор производственной линии,Радар ММС,2022-08-22T08:39:33+0300
191,69040643,Старший кладовщик/Ведущий специалист склада,Санкт-Петербург,60000.0,,RUR,,От 1 года до 3 лет,"['Учет остатков', 'Вождение дизельного погрузчика', 'Складской Учет', 'ERP', '1C: Бухгалтерия', 'Вождение электропогрузчика', 'Вождение электроштабелера', '1С: Управление предприятием']","['Складское хозяйство', 'Кладовщик', 'Рабочий склада', 'Логистика']",Кладовщик,"Вейнер Пластик Пэкэджинг Групп, Санкт-Петербург",2022-08-22T14:38:06+0300
192,68974839,Контролер ОТК,Санкт-Петербург,55000.0,60000.0,RUR,,От 1 года до 3 лет,"['Работа с претензиями', 'Умение принимать решения', 'Рекламации', 'Контроль качества', 'Ведение переписки', 'Пользователь ПК', '1С: Предприятие 8', '1С: Производство', 'Производственный контроль', 'Документальное сопровождение', 'Управление качеством', 'Технический контроль производства']","['Машиностроение', 'Пищевая промышленность', 'Инженер', 'Сертификация', 'Контроль качества']",Инженер по качеству,Автобаки,2022-08-19T16:03:15+0300
193,68023307,Инженер по валидации,Санкт-Петербург,,90000.0,RUR,,От 1 года до 3 лет,"['Управление рисками', 'Контроль сроков годности', 'Технология производства', 'Контроль качества']","['Технолог, Производство и переработка зерновых', 'Технолог, Производство сахара', 'Метролог', 'Технолог', 'Технолог, Мясо- и птицепереработка']",Инженер-технолог,Армия Кадров,2022-08-19T12:44:31+0300
194,68973497,"Инженер 1 категории сектора управления фондом НТД НИИ ""Лот""",Санкт-Петербург,45000.0,50000.0,RUR,,От 3 до 6 лет,[],"['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,ФГУП Крыловский государственный научный центр,2022-08-19T15:34:58+0300
195,53881033,Контролер станочных слесарных работ,Санкт-Петербург,44000.0,,RUR,Пролетарская,От 1 года до 3 лет,"['контроль слесарных станочных работ', 'контроль качества сборочных единиц']","['Другое', 'Оператор станков', 'Начальный уровень, Мало опыта', 'Пищевая промышленность', 'Контроль качества']",Оператор производственной линии,Обуховский завод,2022-08-19T16:11:45+0300
196,53881002,Контролер электромонтажных работ,Санкт-Петербург,44000.0,,RUR,Пролетарская,От 1 года до 3 лет,"['Контроль качества', 'Грамотность']","['Эксплуатация', 'Рабочие строительных специальностей', 'Электромонтер, Кабельщик', 'Электрик', 'Монтажник']",Электромонтажник,Обуховский завод,2022-08-19T16:11:45+0300
197,68950156,Системный аналитик / Платформа тестирования,Санкт-Петербург,,,,,От 1 года до 3 лет,"['Аналитическое мышление', 'Системное мышление', 'UML', 'BPMN', 'Системный анализ']","['Другое', 'Аналитик', 'Аналитик', 'Другое']",Аналитик,ИнфоТеКС,2022-08-19T08:58:52+0300
198,68230856,Ведущий инженер-проектировщик,Санкт-Петербург,,,,,От 3 до 6 лет,"['AutoCAD', 'Разработка проектной документации', 'Проектирование', 'Проектная документация', 'Autodesk Revit']","['Строительство', 'Инженер', 'Проектирование, Архитектура', 'Конструктор']","Инженер-конструктор, инженер-проектировщик",Группа КАНЕКС,2022-08-24T15:29:58+0300
199,66952397,Аудитор-контролер,Санкт-Петербург,47000.0,,RUR,Рыбацкое,От 1 года до 3 лет,"['Контроль качества', 'Организаторские навыки', 'Внутренний контроль', 'Управление качеством', 'Санпин', 'Санитарный контроль']","['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Группа компаний РБЕ (RBE Group),2022-08-18T17:31:42+0300
200,68930299,Главный специалист (управление хранением и доставкой МТР),Санкт-Петербург,,,,Спортивная,От 1 года до 3 лет,['Работа с большим объемом информации'],"['Розничная торговля', 'Прямые продажи', 'Менеджер по работе с клиентами', 'Начальный уровень, Мало опыта', 'Продажи']",Другое,Газпром ЦПС,2022-08-18T15:15:04+0300
201,68927231,Главный специалист (Проект по управлению логистикой),Санкт-Петербург,,,,Спортивная,От 3 до 6 лет,"['Работа с большим объемом информации', 'Сбор и анализ информации']","['Автоперевозки', 'Диспетчер', 'ВЭД', 'Железнодорожные перевозки', 'Логистика']","Менеджер по логистике, менеджер по ВЭД",Газпром ЦПС,2022-08-18T14:20:06+0300
